County,State,Population,ALAND_SQMI,PopulationDensity,Temp
Upshur County,Texas,"41,753",582.98,72,64.7917
Brazos County,Texas,"229,211",586.138,391,68
Willacy County,Texas,"21,358",590.602,36,74.8333
Chambers County,Texas,"43,837",597.153,73,69.9417
Washington County,Texas,"35,882",604.194,59,68.8833
Wichita County,Texas,"132,230",627.594,211,63.3583
Lee County,Texas,"17,239",629.022,27,68.6667
Wood County,Texas,"45,539",645.243,71,64.9833
Austin County,Texas,"30,032",646.492,46,69.6917
Burleson County,Texas,"18,443",659.034,28,68.45
Kendall County,Texas,"47,431",662.454,72,67.0833
Loving County,Texas,169,668.818,0,65.975
Hays County,Texas,"230,191",678.025,340,68.075
San Patricio County,Texas,"66,730",693.436,96,72.2333
Trinity County,Texas,"14,651",693.797,21,66.4417
Hardeman County,Texas,"3,933",695.114,6,62.7583
Childress County,Texas,"7,306",696.511,10,62.0833
Real County,Texas,"3,452",699.159,5,66.7167
Foard County,Texas,"1,155",704.397,2,63.2917
Blanco County,Texas,"11,931",709.252,17,67.2
Guadalupe County,Texas,"166,847",711.253,235,69.3667
Lampasas County,Texas,"21,428",712.841,30,66.3083
Johnson County,Texas,"175,817",725.022,242,65.4
Karnes County,Texas,"15,601",747.497,21,70.6083
Mills County,Texas,"4,873",748.215,7,65.525
Falls County,Texas,"17,297",765.465,23,66.6667
Hopkins County,Texas,"37,084",767.428,48,64.5667
Refugio County,Texas,"6,948",770.484,9,71.4333
Cochran County,Texas,"2,853",775.082,4,59.1083
Kaufman County,Texas,"136,154",780.69,174,65.3917
Walker County,Texas,"72,971",784.222,93,67.3167
Crane County,Texas,"4,797",785.069,6,66.8417
Grimes County,Texas,"28,880",787.467,37,68.1167
Bandera County,Texas,"23,112",790.995,29,67.5083
Shelby County,Texas,"25,274",795.589,32,65.6333
Angelina County,Texas,"86,715",797.789,109,66.7583
Yoakum County,Texas,"8,713",799.715,11,60.2667
Wilson County,Texas,"51,070",803.735,64,70.1417
Panola County,Texas,"23,194",811.355,29,65.7667
Bailey County,Texas,"7,000",826.972,8,58.2333
Jackson County,Texas,"14,760",829.443,18,71.675
Ward County,Texas,"11,998",835.603,14,66.85
Hamilton County,Texas,"8,461",835.915,10,65.4583
Nueces County,Texas,"362,294",838.296,432,73.625
Hunt County,Texas,"98,594",840.415,117,64.65
Winkler County,Texas,"8,010",841.269,10,65.5333
Collin County,Texas,"1,034,730",841.402,1230,64.675
Van Zandt County,Texas,"56,590",842.571,67,65.15
Knox County,Texas,"3,664",850.621,4,63.9083
Goliad County,Texas,"7,658",852.011,9,71.2333
Robertson County,Texas,"17,074",855.108,20,67.0583
Fort Bend County,Texas,"811,688",861.763,942,70.9833
Tarrant County,Texas,"2,102,515",863.658,2434,65.725
Jim Wells County,Texas,"40,482",865.17,47,73.4083
Baylor County,Texas,"3,509",867.481,4,63.9
Dallas County,Texas,"2,635,516",872.375,3021,65.9917
Henderson County,Texas,"82,737",873.754,95,65.7833
Cooke County,Texas,"41,257",874.819,47,63.4917
Jefferson County,Texas,"251,565",876.372,287,69.7583
Freestone County,Texas,"19,717",877.731,22,66.125
Denton County,Texas,"887,207",879.577,1009,65.0333
Bee County,Texas,"32,565",880.239,37,71.2583
Parmer County,Texas,"9,605",880.82,11,57.7333
Kleberg County,Texas,"30,680",881.306,35,74.275
Victoria County,Texas,"92,084",882.106,104,71.6833
Hall County,Texas,"2,964",883.492,3,61.6083
Bowie County,Texas,"93,245",885.002,105,63.9417
Hutchinson County,Texas,"20,938",887.42,24,58.925
Bastrop County,Texas,"88,723",888.205,100,68.9917
Terry County,Texas,"12,337",888.839,14,61.0167
Swisher County,Texas,"7,397",890.16,8,58.2917
Hardin County,Texas,"57,602",890.588,65,68.2167
Fannin County,Texas,"35,514",890.835,40,63.9167
Cameron County,Texas,"423,163",891.642,475,75.6417
Lynn County,Texas,"5,951",891.867,7,61.7083
Garza County,Texas,"6,229",893.414,7,62.875
Castro County,Texas,"7,530",894.444,8,57.6083
Lubbock County,Texas,"310,569",895.6,347,60.7833
Stephens County,Texas,"9,366",896.721,10,64.175
Borden County,Texas,654,897.443,1,63.3333
Ector County,Texas,"166,223",897.812,185,64.9083
Fisher County,Texas,"3,830",898.951,4,64.5833
Callahan County,Texas,"13,943",899.372,16,64.175
Moore County,Texas,"20,940",899.698,23,57.575
Briscoe County,Texas,"1,546",900.001,2,60.3917
Harrison County,Texas,"66,553",900.058,74,65.3917
Crosby County,Texas,"5,737",900.199,6,60.9583
Glasscock County,Texas,"1,409",900.218,2,64.5917
Dawson County,Texas,"12,728",900.306,14,62.55
Midland County,Texas,"176,832",900.358,196,65.4833
Cottle County,Texas,"1,398",900.564,2,62.6
Howard County,Texas,"36,664",900.791,41,64.3
Dickens County,Texas,"2,211",901.724,2,62.2333
Menard County,Texas,"2,138",902.027,2,65.45
Kent County,Texas,762,902.507,1,63.875
Haskell County,Texas,"5,658",903.133,6,63.9333
Archer County,Texas,"8,553",903.289,9,63.85
Parker County,Texas,"142,878",903.72,158,64.8333
Wise County,Texas,"69,984",904.394,77,64.4667
Limestone County,Texas,"23,437",905.43,26,66.125
Scurry County,Texas,"16,703",905.445,18,63.95
Hemphill County,Texas,"3,819",906.286,4,58.075
Lamar County,Texas,"49,859",907.196,55,63.6083
Potter County,Texas,"117,415",908.39,129,58.275
Hockley County,Texas,"23,021",908.392,25,59.9833
DeWitt County,Texas,"20,160",908.976,22,71.0333
Armstrong County,Texas,"1,887",909.109,2,59.2917
King County,Texas,272,910.872,0,63.6333
Jack County,Texas,"8,935",910.94,10,63.95
Mitchell County,Texas,"8,545",911.09,9,64.9333
Coke County,Texas,"3,387",911.646,4,65.1833
Randall County,Texas,"137,713",911.933,151,57.9167
Nolan County,Texas,"14,714",911.997,16,64.3083
Throckmorton County,Texas,"1,501",912.552,2,64.1
Shackelford County,Texas,"3,265",914.286,4,64.225
Young County,Texas,"18,010",914.498,20,64.0583
Wheeler County,Texas,"5,056",914.533,6,59.15
Martin County,Texas,"5,771",914.956,6,64.3333
Taylor County,Texas,"138,034",915.536,151,64.175
Stonewall County,Texas,"1,350",916.313,1,64.1417
Ochiltree County,Texas,"9,836",917.685,11,57.5333
Collingsworth County,Texas,"2,920",918.441,3,60.225
Hansford County,Texas,"5,399",919.81,6,57.3083
Carson County,Texas,"5,926",920.235,6,58.1
Smith County,Texas,"232,751",921.473,253,65.4417
Sherman County,Texas,"3,022",922.86,3,56.6417
Sterling County,Texas,"1,291",923.449,1,64.8083
Rusk County,Texas,"54,406",924.037,59,65.8
Roberts County,Texas,854,924.058,1,58.575
Tyler County,Texas,"21,672",924.39,23,67.0583
Gray County,Texas,"21,886",925.974,24,58.4333
Eastland County,Texas,"18,360",926.508,20,64.175
Donley County,Texas,"3,278",926.906,4,59.55
Jones County,Texas,"20,083",928.571,22,64.1583
Mason County,Texas,"4,274",928.836,5,66.3
Montague County,Texas,"19,818",930.906,21,63.525
Lipscomb County,Texas,"3,233",932.214,3,57.15
Grayson County,Texas,"136,212",932.833,146,63.65
Newton County,Texas,"13,595",933.677,15,67.4417
Llano County,Texas,"21,795",934.053,23,67.375
Ellis County,Texas,"184,826",935.66,198,65.9167
Cass County,Texas,"30,026",936.966,32,64.475
Comanche County,Texas,"13,635",937.753,15,65.1333
Jasper County,Texas,"35,529",938.655,38,67.4333
Brooks County,Texas,"7,093",943.355,8,74.5833
Brown County,Texas,"37,864",944.452,40,65.3417
Nacogdoches County,Texas,"65,204",946.557,69,66.3167
Fayette County,Texas,"25,346",949.934,27,69.8
Palo Pinto County,Texas,"29,189",952.549,31,64.8167
Hill County,Texas,"36,649",958.856,38,65.9333
Colorado County,Texas,"21,493",960.286,22,70.625
Lavaca County,Texas,"20,154",969.709,21,71.2
Wilbarger County,Texas,"12,769",970.946,13,63.2667
Bosque County,Texas,"18,685",982.981,19,65.8
Concho County,Texas,"2,726",983.755,3,65.575
Motley County,Texas,"1,200",989.566,1,61.4333
Floyd County,Texas,"5,712",992.143,6,59.4917
Travis County,Texas,"1,273,954",992.233,1284,68.3833
Burnet County,Texas,"48,155",994.276,48,67.0583
Zapata County,Texas,"14,179",998.412,14,75.175
Hale County,Texas,"33,406",1004.68,33,59.175
Navarro County,Texas,"50,113",1009.648,50,66.0417
El Paso County,Texas,"839,238",1013.247,828,65.125
Lamb County,Texas,"12,893",1016.181,13,58.6083
Milam County,Texas,"24,823",1016.922,24,67.6833
McLennan County,Texas,"256,623",1037.149,247,66.3667
Live Oak County,Texas,"12,207",1039.695,12,71.6167
Montgomery County,Texas,"607,391",1042.289,583,69.1417
Red River County,Texas,"12,023",1043.876,12,63.575
Runnels County,Texas,"10,264",1051.07,10,64.9083
Bell County,Texas,"362,924",1051.389,345,67.2083
Irion County,Texas,"1,536",1051.544,1,65.3083
Coryell County,Texas,"75,951",1052.199,72,66.2917
Cherokee County,Texas,"52,646",1052.955,50,65.9
Polk County,Texas,"51,353",1057.045,49,67.1333
Gillespie County,Texas,"26,988",1058.202,26,65.8083
Anderson County,Texas,"57,735",1062.631,54,65.9917
McCulloch County,Texas,"7,984",1065.601,7,66.05
Gonzales County,Texas,"20,837",1066.686,20,70.0833
Leon County,Texas,"17,404",1073.156,16,66.3083
Erath County,Texas,"42,698",1083.178,39,65.3083
Wharton County,Texas,"41,556",1086.151,38,71.1
Clay County,Texas,"10,471",1088.758,10,63.6333
Matagorda County,Texas,"36,643",1092.902,34,71.3917
Kerr County,Texas,"52,600",1103.327,48,65.7417
Williamson County,Texas,"590,551",1118.34,528,67.675
Frio County,Texas,"20,306",1133.501,18,70.95
San Saba County,Texas,"6,055",1135.313,5,66.4917
Jim Hogg County,Texas,"5,200",1136.173,5,74.3583
McMullen County,Texas,743,1139.799,1,71.7167
Liberty County,Texas,"88,219",1158.343,76,69.0333
Reagan County,Texas,"3,849",1175.314,3,65.2333
Atascosa County,Texas,"51,153",1219.541,42,70.7583
Starr County,Texas,"64,633",1223.179,53,75.3667
Houston County,Texas,"22,968",1231.001,19,66.175
Bexar County,Texas,"2,003,554",1240.307,1615,69.5917
Upton County,Texas,"3,657",1241.323,3,66.175
Kimble County,Texas,"4,337",1250.985,3,65.95
Coleman County,Texas,"8,175",1262.914,6,65.4917
Maverick County,Texas,"58,722",1279.472,46,71.8833
Zavala County,Texas,"11,840",1297.407,9,71.6
Schleicher County,Texas,"2,793",1310.642,2,65.1583
Medina County,Texas,"51,584",1325.359,39,69.75
Dimmit County,Texas,"10,124",1328.885,8,72.4583
Kinney County,Texas,"3,667",1360.055,3,69.5667
Brazoria County,Texas,"374,264",1363.271,275,71.0917
Sutton County,Texas,"3,776",1453.935,3,65.925
Kenedy County,Texas,404,1458.453,0,74.5167
Hartley County,Texas,"5,576",1461.951,4,56.175
La Salle County,Texas,"7,520",1486.704,5,72.0417
Deaf Smith County,Texas,"18,546",1496.822,12,57.175
Oldham County,Texas,"2,112",1500.523,1,57.45
Andrews County,Texas,"18,705",1500.721,12,63.4833
Gaines County,Texas,"21,492",1502.364,14,61.8667
Dallam County,Texas,"7,287",1503.132,5,55.0833
Tom Green County,Texas,"119,200",1522.001,78,65.5583
Uvalde County,Texas,"26,741",1551.921,17,69.5917
Hidalgo County,Texas,"868,707",1570.816,553,75.3083
Harris County,Texas,"4,713,325",1706.151,2763,70.35
Duval County,Texas,"11,157",1793.477,6,73.0417
Edwards County,Texas,"1,932",2117.871,1,66.3917
Jeff Davis County,Texas,"2,274",2264.556,1,62.5333
Terrell County,Texas,776,2357.958,0,67.6
Reeves County,Texas,"15,976",2635.354,6,66.2333
Crockett County,Texas,"3,464",2807.324,1,66.3
Val Verde County,Texas,"49,025",3144.75,16,68.575
Webb County,Texas,"276,652",3361.478,82,73.1917
Culberson County,Texas,"2,171",3812.156,1,63.3417
Presidio County,Texas,"6,704",3855.252,2,66
Hudspeth County,Texas,"4,886",4570.525,1,62.925
Pecos County,Texas,"15,823",4763.835,3,65.975
Brewster County,Texas,"9,203",6183.762,1,66.6833
Davis County,Utah,"355,481",299.065,1189,48.925
Weber County,Utah,"260,213",576.272,452,45.4417
Morgan County,Utah,"12,124",609.169,20,43.4417
Daggett County,Utah,950,696.986,1,39.8917
Salt Lake County,Utah,"1,160,437",742.067,1564,48.875
Piute County,Utah,"1,479",758.438,2,42.9
Rich County,Utah,"2,483",1028.847,2,38.8833
Cache County,Utah,"128,289",1164.731,110,42.8167
Wasatch County,Utah,"34,091",1177.015,29,40.2333
Carbon County,Utah,"20,463",1479.184,14,43.8167
Sanpete County,Utah,"30,939",1589.931,19,43.5917
Summit County,Utah,"42,145",1870.579,23,37.7583
Sevier County,Utah,"21,620",1910.434,11,43.8083
Utah County,Utah,"636,235",2004.068,317,46.2
Washington County,Utah,"177,556",2427.439,73,54.5583
Wayne County,Utah,"2,711",2461.02,1,50.3
Beaver County,Utah,"6,710",2582.901,3,48.2
Duchesne County,Utah,"19,938",3235.344,6,40.825
Iron County,Utah,"54,839",3296.337,17,47.7167
Juab County,Utah,"12,017",3391.679,4,49.2667
Grand County,Utah,"9,754",3672.744,3,50.6583
Kane County,Utah,"7,886",3989.946,2,51.7
Emery County,Utah,"10,012",4462.277,2,49.75
Uintah County,Utah,"35,734",4482.384,8,44.7583
Garfield County,Utah,"5,051",5175.149,1,47.925
Box Elder County,Utah,"56,046",5745.593,10,47.0417
Millard County,Utah,"13,188",6785.5,2,50
Tooele County,Utah,"72,259",6941.946,10,49.575
San Juan County,Utah,"15,308",7819.842,2,52.2417
Grand Isle County,Vermont,"7,235",81.808,88,44.2583
Lamoille County,Vermont,"25,362",458.87,55,40.4917
Chittenden County,Vermont,"163,774",536.586,305,43.5917
Franklin County,Vermont,"49,402",634.123,78,42.5917
Caledonia County,Vermont,"29,993",649.019,46,39.8167
Essex County,Vermont,"6,163",663.599,9,39.2333
Bennington County,Vermont,"35,470",674.996,53,42.95
Orange County,Vermont,"28,892",687.028,42,41.8417
Washington County,Vermont,"58,409",687.043,85,40.6417
Orleans County,Vermont,"27,037",693.573,39,39.9417
Addison County,Vermont,"36,777",766.328,48,42.8667
Windham County,Vermont,"42,222",785.509,54,43.7667
Rutland County,Vermont,"58,191",929.819,63,42.5833
Windsor County,Vermont,"55,062",969.578,57,42.925
Falls Church city,Virginia,"14,617",2.046,7144,57.4
Lexington City,Virginia,"7,446",2.499,2980,0
Manassas Park city,Virginia,"17,478",2.525,6922,57.7667
Covington city,Virginia,"5,538",5.469,1013,55.7
Fairfax city,Virginia,"24,019",6.24,3849,57.2917
Buena Vista city,Virginia,"6,478",6.438,1006,56.6833
Emporia city,Virginia,"5,346",6.904,774,61.05
Norton city,Virginia,"3,981",7.477,532,54.7667
Colonial Heights city,Virginia,"17,370",7.519,2310,60.675
Galax city,Virginia,"6,347",8.236,771,54.3667
Franklin city,Virginia,"7,967",8.277,963,61.225
Williamsburg city,Virginia,"14,954",8.94,1673,61.25
Winchester city,Virginia,"28,078",9.193,3054,54.75
Radford city,Virginia,"18,249",9.676,1886,55.3167
Manassas city,Virginia,"41,085",9.849,4171,57.775
Charlottesville city,Virginia,"47,266",10.245,4614,58.2167
Hopewell city,Virginia,"22,529",10.354,2176,60.9833
Fredericksburg city,Virginia,"29,036",10.451,2778,58.0417
Martinsville city,Virginia,"12,554",10.956,1146,58.6917
Bristol city,Virginia,"16,762",12.904,1299,57.675
Salem city,Virginia,"25,301",14.518,1743,57.9167
Alexandria city,Virginia,"159,428",14.934,10676,58.6083
Waynesboro city,Virginia,"22,630",14.97,1512,55.8917
Poquoson city,Virginia,"12,271",15.381,798,61.9583
Harrisonburg city,Virginia,"53,016",17.339,3058,55.9667
Staunton city,Virginia,"24,932",19.92,1252,55.5417
Petersburg city,Virginia,"31,346",22.72,1380,60.75
Arlington County,Virginia,"236,842",25.997,9110,58.0333
Portsmouth city,Virginia,"94,398",33.301,2835,62.5917
Roanoke city,Virginia,"99,143",42.521,2332,58.0667
Danville city,Virginia,"40,044",42.797,936,59.7833
Lynchburg city,Virginia,"82,168",48.974,1678,57.575
Hampton city,Virginia,"134,510",51.458,2614,62.0833
Norfolk city,Virginia,"242,742",53.275,4556,62.6583
Richmond city,Virginia,"230,436",59.923,3846,59.8583
Newport News city,Virginia,"179,225",68.992,2598,61.95
Mathews County,Virginia,"8,834",85.91,103,60.75
York County,Virginia,"68,280",104.609,653,61.55
Middlesex County,Virginia,"10,582",130.33,81,60.1333
Lancaster County,Virginia,"10,603",133.297,80,59.7583
James City County,Virginia,"76,523",142.365,538,61.25
Greene County,Virginia,"19,819",155.933,127,56.3917
Clarke County,Virginia,"14,619",175.933,83,55.1583
King George County,Virginia,"26,836",179.628,149,59.125
Charles City County,Virginia,"6,963",182.901,38,61.175
Northumberland County,Virginia,"12,095",191.44,63,59.3333
Richmond County,Virginia,"9,023",191.478,47,59.1583
New Kent County,Virginia,"23,091",210.036,110,60.45
Northampton County,Virginia,"11,710",211.719,55,60.6333
Warren County,Virginia,"40,164",214.534,187,54.9167
Gloucester County,Virginia,"37,348",217.81,171,60.8917
Westmoreland County,Virginia,"18,015",229.326,79,59.1083
Henrico County,Virginia,"330,818",233.676,1416,60
Virginia Beach city,Virginia,"449,974",244.723,1839,62.325
Roanoke County,Virginia,"94,186",250.544,376,56.4917
Essex County,Virginia,"10,953",257.088,43,59.3333
Powhatan County,Virginia,"29,652",260.205,114,59.0667
Prince George County,Virginia,"38,353",265.342,145,61.1333
Rappahannock County,Virginia,"7,370",266.372,28,55.2583
Stafford County,Virginia,"152,882",269.205,568,58.3833
King William County,Virginia,"17,148",273.928,63,59.9417
Surry County,Virginia,"6,422",278.949,23,61.4333
Goochland County,Virginia,"23,753",280.631,85,58.65
Fluvanna County,Virginia,"27,270",287.117,95,58.55
Greensville County,Virginia,"11,336",295.227,38,60.9583
Cumberland County,Virginia,"9,932",297.502,33,59.05
Page County,Virginia,"23,902",310.021,77,54.6667
Nottoway County,Virginia,"15,232",314.39,48,59.7
King and Queen County,Virginia,"7,025",315.163,22,59.8417
Isle of Wight County,Virginia,"37,109",315.68,118,61.525
Pulaski County,Virginia,"34,027",319.838,106,54.8667
Madison County,Virginia,"13,261",320.638,41,55.9333
Craig County,Virginia,"5,131",328.098,16,54.2167
Dickenson County,Virginia,"14,318",330.451,43,55.9
Appomattox County,Virginia,"15,911",334.219,48,57.8167
Prince William County,Virginia,"470,335",335.745,1401,57.9833
Chesapeake city,Virginia,"244,835",338.51,723,61.9583
Orange County,Virginia,"37,051",341.112,109,57.3417
Prince Edward County,Virginia,"22,802",349.961,65,58.8167
Amelia County,Virginia,"13,145",355.36,37,59.4833
Giles County,Virginia,"16,720",357.224,47,53.7917
Bland County,Virginia,"6,280",357.651,18,53.1333
Culpeper County,Virginia,"52,605",379.187,139,57.0917
Floyd County,Virginia,"15,749",380.923,41,53.4333
Henry County,Virginia,"50,557",382.351,132,58.725
Montgomery County,Virginia,"98,535",386.844,255,54.9917
Fairfax County,Virginia,"1,147,532",391.007,2935,57.7083
Suffolk city,Virginia,"92,108",399.153,231,61.45
Spotsylvania County,Virginia,"136,215",401.503,339,57.4583
Wise County,Virginia,"37,383",403.439,93,54.7667
Frederick County,Virginia,"89,313",413.169,216,54.425
Highland County,Virginia,"2,190",415.163,5,51.0417
Chesterfield County,Virginia,"352,802",423.556,833,59.9167
Lunenburg County,Virginia,"12,196",431.7,28,59.4583
Lee County,Virginia,"23,423",435.377,54,56.425
Grayson County,Virginia,"15,550",441.785,35,52.4083
Alleghany County,Virginia,"14,860",446.569,33,54.2333
Accomack County,Virginia,"32,316",449.31,72,59.8417
Smyth County,Virginia,"30,104",451.35,67,53.9417
Wythe County,Virginia,"28,684",461.924,62,54.0333
Hanover County,Virginia,"107,766",467.886,230,59.1833
Nelson County,Virginia,"14,930",470.745,32,56.5333
Russell County,Virginia,"26,586",473.524,56,55.4917
Amherst County,Virginia,"31,605",473.962,67,56.55
Carroll County,Virginia,"29,791",474.744,63,54.325
Charlotte County,Virginia,"11,880",475.296,25,58.6667
Patrick County,Virginia,"17,608",482.954,36,56.825
Sussex County,Virginia,"11,159",490.226,23,61.1333
Louisa County,Virginia,"37,591",496.132,76,57.7917
Buchanan County,Virginia,"21,004",502.854,42,56.0167
Campbell County,Virginia,"54,885",503.207,109,57.9417
Dinwiddie County,Virginia,"28,544",503.884,57,60.425
Shenandoah County,Virginia,"43,616",508.072,86,54.7833
Loudoun County,Virginia,"413,538",515.765,802,56.275
Tazewell County,Virginia,"40,595",518.791,78,53.4583
Caroline County,Virginia,"30,725",527.61,58,58.6833
Bath County,Virginia,"4,147",529.202,8,53.5333
Scott County,Virginia,"21,566",535.827,40,57.1583
Botetourt County,Virginia,"33,419",541.277,62,56.125
Washington County,Virginia,"53,740",561.161,96,56.1083
Brunswick County,Virginia,"16,231",566.234,29,60.4833
Buckingham County,Virginia,"17,148",579.623,30,58.5667
Rockbridge County,Virginia,"22,573",596.543,38,55.475
Southampton County,Virginia,"17,631",599.196,29,61.2333
Mecklenburg County,Virginia,"30,587",625.31,49,59.9917
Fauquier County,Virginia,"71,222",648.006,110,56.55
Franklin County,Virginia,"56,042",690.622,81,57.7083
Albemarle County,Virginia,"109,330",720.47,152,57.7083
Bedford County,Virginia,"78,997",760.083,104,57.4583
Halifax County,Virginia,"33,911",817.731,41,59.2917
Rockingham County,Virginia,"81,948",849.789,96,54.8083
Augusta County,Virginia,"75,558",967.073,78,54.5083
Pittsylvania County,Virginia,"60,354",969.003,62,58.7917
San Juan County,Washington,"17,582",173.912,101,51.15
Island County,Washington,"85,141",208.512,408,51.4
Wahkiakum County,Washington,"4,488",262.921,17,50.2583
Kitsap County,Washington,"271,473",395.126,687,51.8583
Clark County,Washington,"488,241",628.484,777,51.6167
Asotin County,Washington,"22,582",636.075,36,47.8083
Garfield County,Washington,"2,225",710.835,3,47.6917
Thurston County,Washington,"290,536",722.49,402,50.5917
Columbia County,Washington,"3,985",868.585,5,47.0833
Pacific County,Washington,"22,471",933.609,24,50.325
Mason County,Washington,"66,768",959.556,70,49.4417
Cowlitz County,Washington,"110,593",1141.173,97,49.6833
Franklin County,Washington,"95,222",1241.596,77,50.1917
Walla Walla County,Washington,"60,760",1270.033,48,50.8583
Pend Oreille County,Washington,"13,724",1400.259,10,41.9
Skamania County,Washington,"12,083",1658.282,7,45.55
Pierce County,Washington,"904,980",1668.049,543,47.0917
Benton County,Washington,"204,390",1700.097,120,50.825
Skagit County,Washington,"129,205",1730.221,75,46.1667
Clallam County,Washington,"77,331",1738.683,44,47.8833
Spokane County,Washington,"522,798",1763.894,296,46.25
Jefferson County,Washington,"32,221",1803.724,18,45.9833
Douglas County,Washington,"43,429",1819.263,24,46.8
Klickitat County,Washington,"22,425",1871.636,12,47.5583
Grays Harbor County,Washington,"75,061",1901.463,39,50.0833
Adams County,Washington,"19,983",1924.989,10,48.125
Snohomish County,Washington,"822,083",2086.524,394,46.425
Whatcom County,Washington,"229,247",2107.877,109,44.7667
King County,Washington,"2,252,782",2115.283,1065,47.9417
Whitman County,Washington,"50,104",2159.261,23,48.0083
Ferry County,Washington,"7,627",2203.238,3,42.4
Kittitas County,Washington,"47,935",2297.309,21,44.75
Lincoln County,Washington,"10,939",2310.598,5,45.3083
Lewis County,Washington,"80,707",2402.783,34,47.2417
Stevens County,Washington,"45,723",2477.395,18,44.3917
Grant County,Washington,"97,733",2679.501,36,49.4333
Chelan County,Washington,"77,200",2921.179,26,42.725
Yakima County,Washington,"250,873",4294.512,58,45.7833
Okanogan County,Washington,"42,243",5266.188,8,42.25
Lincoln County,West Virginia,"20,409",437.04,47,57.5917
Hancock County,West Virginia,"28,810",82.609,349,51.7833
Ohio County,West Virginia,"41,411",105.83,391,52.6583
Roane County,West Virginia,"13,688",483.563,28,55.7333
Boone County,West Virginia,"21,457",501.534,43,56.6167
Cabell County,West Virginia,"91,945",281.02,327,57.05
Grant County,West Virginia,"11,568",477.372,24,52.525
Wyoming County,West Virginia,"20,394",499.47,41,55.4667
Doddridge County,West Virginia,"8,448",319.723,26,54.8333
Putnam County,West Virginia,"56,450",345.678,163,56.85
Marshall County,West Virginia,"30,531",305.431,100,52.9
Wetzel County,West Virginia,"15,065",358.067,42,53.6667
Marion County,West Virginia,"56,072",308.753,182,54.15
Lewis County,West Virginia,"15,907",386.929,41,55.5417
Gilmer County,West Virginia,"7,823",338.503,23,55.7333
Barbour County,West Virginia,"16,441",341.059,48,54.325
Preston County,West Virginia,"33,432",648.814,52,51.4583
Tyler County,West Virginia,"8,591",256.302,34,54.3833
Hampshire County,West Virginia,"23,175",640.402,36,53.7583
Mineral County,West Virginia,"26,868",327.867,82,53.7167
McDowell County,West Virginia,"17,624",533.458,33,55.5667
Mason County,West Virginia,"26,516",430.767,62,55.5667
Calhoun County,West Virginia,"7,109",279.25,25,55.5083
Wayne County,West Virginia,"39,402",506.006,78,57.45
Greenbrier County,West Virginia,"34,662",1019.813,34,52.1333
Pocahontas County,West Virginia,"8,247",940.239,9,49.2333
Randolph County,West Virginia,"28,695",1039.7,28,50.3583
Mingo County,West Virginia,"23,424",423.14,55,57.575
Webster County,West Virginia,"8,114",553.47,15,51.7833
Fayette County,West Virginia,"42,406",661.613,64,54.325
Ritchie County,West Virginia,"9,554",451.99,21,54.925
Harrison County,West Virginia,"67,256",416.008,162,55.125
Pendleton County,West Virginia,"6,969",696.049,10,52.125
Tucker County,West Virginia,"6,839",419.044,16,50.625
Morgan County,West Virginia,"17,884",229.073,78,53.95
Mercer County,West Virginia,"58,758",418.962,140,53.4417
Berkeley County,West Virginia,"119,171",321.149,371,54.6167
Pleasants County,West Virginia,"7,460",130.119,57,54.6083
Jackson County,West Virginia,"28,576",464.359,62,55.7917
Brooke County,West Virginia,"21,939",89.196,246,52.6167
Hardy County,West Virginia,"13,776",582.316,24,53.3583
Upshur County,West Virginia,"24,176",354.638,68,54.1083
Clay County,West Virginia,"8,508",341.939,25,56.1667
Monongalia County,West Virginia,"105,612",360.091,293,53.2833
Kanawha County,West Virginia,"178,124",901.632,198,56.8583
Raleigh County,West Virginia,"73,361",605.358,121,54.0417
Monroe County,West Virginia,"13,275",472.754,28,53.9667
Taylor County,West Virginia,"16,695",172.771,97,54.45
Nicholas County,West Virginia,"24,496",646.846,38,53.7
Wood County,West Virginia,"83,518",366.508,228,55.3083
Jefferson County,West Virginia,"57,146",209.296,273,55.075
Wirt County,West Virginia,"5,821",232.511,25,55.2
Summers County,West Virginia,"12,573",360.592,35,54.7333
Braxton County,West Virginia,"13,957",510.735,27,55.75
Logan County,West Virginia,"32,019",453.77,71,57.05
Pepin County,Wisconsin,"7,287",232.007,31,43.2167
Ozaukee County,Wisconsin,"89,221",233.018,383,45.2917
Milwaukee County,Wisconsin,"945,726",241.482,3916,46.7083
Kenosha County,Wisconsin,"169,561",271.845,624,46.875
Calumet County,Wisconsin,"50,089",318.281,157,43.9833
Racine County,Wisconsin,"196,311",332.59,590,46.5083
Kewaunee County,Wisconsin,"20,434",342.454,60,43.2417
Green Lake County,Wisconsin,"18,913",349.544,54,44.25
Menominee County,Wisconsin,"4,556",357.615,13,41.3333
Washington County,Wisconsin,"136,034",430.644,316,44.5667
Winnebago County,Wisconsin,"171,907",434.697,395,44.3333
La Crosse County,Wisconsin,"118,016",451.769,261,44.2583
Marquette County,Wisconsin,"15,574",455.712,34,44.4
Door County,Wisconsin,"27,668",481.963,57,42.225
Florence County,Wisconsin,"4,295",488.123,9,38.725
Sheboygan County,Wisconsin,"115,340",511.528,225,44.2083
Brown County,Wisconsin,"264,542",530.092,499,43.8333
Waukesha County,Wisconsin,"404,198",549.721,735,45.8417
Walworth County,Wisconsin,"103,868",555.419,187,46.3917
Jefferson County,Wisconsin,"84,769",556.491,152,46.0583
