Location ID,Location,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
KY-181,Nicholas County,32.7,40.1,41.2,56.1,66.9,70,76.5,73.9,73.1,59.4,39.9,39.7
KY-183,Ohio County,35.5,41.8,43.3,58.1,69,73.2,78.2,76.5,75,59.6,40.4,42.1
KY-185,Oldham County,32.9,39.8,41.6,57.5,67.9,72.3,78.3,76,75.6,59.2,40.4,41.2
KY-187,Owen County,32.8,40.4,41.6,57.5,67.4,71.6,78.1,75.7,74.8,59.6,40.8,40.8
KY-189,Owsley County,35.2,43.8,43.5,58.2,68,71.1,76.5,75.6,75.4,60.4,41.6,42.4
KY-191,Pendleton County,32.2,39.5,41,56.3,66.7,70.9,77.4,74.8,74,59.5,40.2,40.1
KY-193,Perry County,35.6,43.5,43.8,57.5,67.6,70.1,75.5,74.5,74.3,60.1,41.3,42.4
KY-195,Pike County,36.9,44.2,44.7,58,68.8,70.5,76.4,74.5,73.4,61,42.2,42.8
KY-197,Powell County,34.1,41.9,42.6,57.3,67.6,70.3,76.6,74.6,74.2,60.2,40.9,41
KY-199,Pulaski County,35.9,44.7,44.6,59.5,69.2,72.3,77.5,75.8,75,60.9,42.4,43.5
KY-201,Robertson County,32.3,39.6,40.9,55.6,66.7,70.2,76.6,73.7,73.1,59.2,39.8,39.5
KY-203,Rockcastle County,34.7,42.9,43,58.3,67.9,71.2,76.1,74.8,74.6,60,41.4,42.2
KY-205,Rowan County,32.4,39.8,40.9,55.5,66.2,68.8,75.2,72.7,72.7,59,39.3,39.4
KY-207,Russell County,37.2,45.6,45.4,59.8,70.1,72.8,78.1,76.8,75.4,61.4,42.7,43.6
KY-209,Scott County,33,41,41.5,57.4,67.5,71.3,77.5,75.2,74.3,59.5,40.6,40.6
KY-211,Shelby County,33,40.6,41.5,57.5,67.9,71.9,78.1,75.6,75,59.1,40.4,41.2
KY-213,Simpson County,37.6,45.2,45,58.3,70.3,73.5,78.5,77,76.1,60.4,41.6,44.2
KY-215,Spencer County,33.6,40.8,41.6,57.8,68.2,71.9,78.6,75.9,75.3,59.6,40.8,41.8
KY-217,Taylor County,35.6,43.3,43.1,58.6,69,72,77.8,76,74.9,60.5,41.7,42.5
KY-219,Todd County,37.5,45.1,45.6,59.6,70,73.8,78.1,77.2,76.5,60.6,42.8,44
KY-221,Trigg County,36.4,43.9,44.7,59,70,74.7,78.9,77.8,77,60.7,42.2,43.9
KY-223,Trimble County,32.7,39.5,41.4,57.3,67.4,71.8,78.2,75.7,75,59.4,40.3,40.6
KY-225,Union County,34,39.5,42.7,57.3,68.4,73.4,78.5,76.5,75.9,59.3,39.5,41.1
KY-227,Warren County,37.3,44.6,44.6,59,70.4,73.9,78.8,77.5,76.2,60.6,42.1,44.2
KY-229,Washington County,34,41.3,41.4,57.5,67.7,71.3,77.6,75.2,74.6,59.8,40.9,41.6
KY-231,Wayne County,37.4,45.8,45.7,59.6,69.7,72.6,77.6,76.2,75,61.4,43,43.9
KY-233,Webster County,34.8,40.8,43.2,58.2,69.3,73.8,78.7,76.9,76.6,60.1,40.4,42.2
KY-235,Whitley County,36.8,44.6,44.6,57.9,68.4,71,75.9,74.6,73.6,60.3,42,43.3
KY-237,Wolfe County,34.1,42.3,42.5,57.2,67.2,70,76,74.5,74.6,59.9,40.7,41.2
KY-239,Woodford County,33.7,41.8,42,58,68,71.8,77.8,75.6,75,59.9,41.2,41.3
LA-001,Acadia Parish,51.4,59.8,60.3,66,76.8,80.8,81.5,83,81.4,70.4,55.9,55.9
LA-003,Allen Parish,50.2,57.9,58.8,65,75.8,79.8,80.7,82.8,80.8,68.9,55.1,54.7
LA-005,Ascension Parish,51.9,61.7,60.6,66.7,77.3,81.6,82.4,83.2,82.5,71.7,56.4,56.6
LA-007,Assumption Parish,53.3,62.4,61.2,67.2,77.9,82.4,82.7,83.6,83,72.4,57,57.5
LA-009,Avoyelles Parish,50.1,57,58.5,65,75.8,79.6,80.6,83.2,81.3,68.8,54.2,53.9
LA-011,Beauregard Parish,50.2,57.4,58.8,65.1,76,79.7,81,83,80.9,69.1,55.4,54.2
LA-013,Bienville Parish,46.8,52.3,54.6,63.7,75,79.1,83.6,84.2,82.6,65.8,52.3,51.1
LA-015,Bossier Parish,46.9,52.4,55.3,64,75.1,79,82.6,85.2,83.2,65.9,52.3,50.8
LA-017,Caddo Parish,47.3,52.4,55.6,64.3,74.9,78.8,82.1,85.3,82.8,65.6,52.7,50.8
LA-019,Calcasieu Parish,51.7,58.8,59.8,65.9,77,81.3,82,83.7,81.9,70.4,56.6,56.3
LA-021,Caldwell Parish,47.3,53.4,55.5,63.4,74.5,78.6,81.1,83,81.8,66.2,52.3,51.7
LA-023,Cameron Parish,52.8,59.6,60.6,66.6,77.7,81.9,82.6,84.2,82.8,71.7,57.6,57.9
LA-025,Catahoula Parish,48.2,55.3,56.8,63.8,75,78.8,80.6,82.9,81.5,67.4,52.2,52.2
LA-027,Claiborne Parish,45.4,51.3,53.2,62.6,74.1,77.6,81.4,83.3,81.8,64.8,50.5,49.6
LA-029,Concordia Parish,48.8,56.3,57.3,63.9,75.2,78.9,80.7,83,81.6,68.2,52.6,52.6
LA-031,De Soto Parish,47.1,53,55.6,64,75,78.8,81.9,84.7,82.2,65.5,52.8,50.6
LA-033,East Baton Rouge Parish,50.8,61.2,60,66.2,77,81,82.2,83.4,82.3,70.8,56.5,55.7
LA-035,East Carroll Parish,47.3,54.5,56.1,63.8,74.9,78.2,80.9,83.2,82.7,66.4,50.6,50.2
LA-037,East Feliciana Parish,49.9,60.4,59.1,65.9,76.4,80.3,81.7,83.1,81.9,70.1,55.7,54.4
LA-039,Evangeline Parish,50.6,58.1,59.2,65.3,76,79.9,80.6,82.8,80.8,69.3,54.9,54.9
LA-041,Franklin Parish,46.8,54.4,55.2,62.9,74.2,78.3,80.7,82.9,81.7,65.9,51.4,50.7
LA-043,Grant Parish,48.3,55.1,56.8,64,74.8,78.7,80.4,83,81.2,66.9,53.1,52.5
LA-045,Iberia Parish,52.5,61.7,60.8,66.9,77,81.2,82,83,82.6,71.6,57.1,57.3
LA-047,Iberville Parish,51.8,61.3,60.5,66.6,77.2,81.1,82.2,83.2,82.4,71.3,56.8,56.5
LA-049,Jackson Parish,46.8,51.9,54.5,63.8,74.6,78.9,82.6,83.4,82.3,65.7,52.8,51.6
LA-051,Jefferson Parish,53.6,63.5,61.3,67.8,77.6,82.8,82.8,83.7,83.5,73.9,57.8,57.8
LA-053,Jefferson Davis Parish,51.4,59.3,60.1,66.1,76.7,80.9,81.7,83.4,81.7,70.2,56.1,56
LA-055,Lafayette Parish,51.6,60.8,60.7,66.8,77.2,81.1,81.6,82.7,81.8,70.8,56.6,56.4
LA-057,Lafourche Parish,54.2,64.1,61.8,68.2,78.4,83.4,83,83.9,83.5,74.1,57.7,58.6
LA-059,La Salle Parish,48.5,55.1,56.9,64.1,75,78.9,80.6,82.9,81.4,67.4,52.7,52.5
LA-061,Lincoln Parish,46.3,51.4,53.9,63.6,74.5,78.7,82.2,83.5,82.4,65.5,52.4,51.2
LA-063,Livingston Parish,50.9,61.2,59.9,66.2,76.9,81.2,82.2,83.2,82.3,71.1,56.2,55.7
LA-065,Madison Parish,47.1,55.4,55.7,63.6,74.5,78.2,80.7,82.8,81.9,66.4,50.5,49.7
LA-067,Morehouse Parish,46.9,52.7,54.2,62.6,73.9,78.9,81.5,84,82.9,65.8,51.2,50.7
LA-069,Natchitoches Parish,48.1,54.2,56.3,64.2,75.1,78.9,81.8,84,81.9,66.4,53.7,52
LA-071,Orleans Parish,52.8,62.7,60.6,67.3,77.2,82.4,82.5,83.6,83.2,73.2,57.4,57
LA-073,Ouachita Parish,46.5,52,54.3,63,74,78.6,81.5,83.4,82.4,65.4,52.3,51.2
LA-075,Plaquemines Parish,54,63.5,60.9,67.4,77.4,82.7,82.5,83.6,83.6,74.7,58.6,58.5
LA-077,Pointe Coupee Parish,50.6,60.1,59.9,66.5,77,80.8,81.9,83.6,82.1,70.7,56.2,55
LA-079,Rapides Parish,49.6,56.6,58,64.8,75.4,79.2,80.5,83.1,81.2,67.8,54.3,53.7
LA-081,Red River Parish,47.5,53.3,55.7,64.4,75.5,79.6,83.4,84.9,83,66.2,53.1,51.5
LA-083,Richland Parish,46.7,53.2,54.9,62.9,74.1,78.4,81,83.1,82.2,65.5,51.8,50.8
LA-085,Sabine Parish,47.8,54,56.2,64,74.9,78.3,81.1,84,81.3,66.6,53.8,51.2
LA-087,St. Bernard Parish,53,62.6,60.3,66.9,77.1,82.3,82.3,83.4,83.3,73.6,57.7,57.2
LA-089,St. Charles Parish,53.3,63.4,61.4,67.9,77.8,82.9,82.9,83.8,83.3,73.5,57.5,57.6
LA-091,St. Helena Parish,49.7,60.5,58.9,65.6,76.2,80.2,81.6,82.6,82.1,69.9,55.4,54.6
LA-093,St. James Parish,52.6,62.5,61,67.1,77.8,82.4,82.8,83.5,82.8,72.5,56.6,57.1
LA-095,St. John the Baptist Parish,52.4,62.6,60.9,67.4,77.6,82.5,82.8,83.6,82.9,72.7,56.9,56.8
LA-097,St. Landry Parish,50.7,59.3,59.9,66,76.5,80.4,81.2,82.9,81.3,70.4,55.8,55.4
LA-099,St. Martin Parish,52.2,61.4,60.8,67,77.2,81.2,82,83,82.4,71.2,57,56.9
LA-101,St. Mary Parish,53.8,62.5,61.3,67.5,77.7,82,82.4,83.6,83.4,72.5,58.2,58.1
LA-103,St. Tammany Parish,51.2,61.9,59.7,66.2,76.5,81.4,82.1,83,82.1,71.4,55.7,55.6
LA-105,Tangipahoa Parish,50.4,61.1,59.3,66,76.4,80.9,82,82.8,82.2,70.8,55.5,55
LA-107,Tensas Parish,46.7,55.8,55.2,62.9,74.2,78,80.5,82.7,81.4,66.1,50.7,50.2
LA-109,Terrebonne Parish,55.1,64,62.2,68.2,78.9,83.7,83.2,84.3,83.9,74.1,58.3,59.2
LA-111,Union Parish,46.5,51.6,53.7,63.1,73.9,78.6,81.5,83.8,82.6,65.4,51.6,50.8
LA-113,Vermilion Parish,52.2,60.9,60.9,66.8,77.3,81.7,82.2,83.4,82.4,71.6,56.4,57.1
LA-115,Vernon Parish,49.1,56,57.6,64.5,75.2,78.7,80.6,83.1,80.9,67.7,54.8,52.8
LA-117,Washington Parish,50,60.5,58.7,64.9,76,80,81.5,82.1,81.6,69.9,54.1,54.3
LA-119,Webster Parish,46,52,54.3,63.2,74.8,78.5,82.5,84.8,82.9,65.9,51.4,50.5
LA-121,West Baton Rouge Parish,51.2,61.2,60.3,66.4,77.3,81.2,82.3,83.6,82.4,71,56.8,56
LA-123,West Carroll Parish,47,53.7,55.3,63.2,74.6,78.4,81.1,83.5,82.8,66,50.8,50.4
LA-125,West Feliciana Parish,50.1,59.8,59.4,66.3,76.7,80.5,81.7,83.6,82,70.4,55.7,54.2
LA-127,Winn Parish,47.6,53.6,55.7,63.9,74.8,78.9,81.9,83.3,81.7,66.3,52.8,52
ME-001,Androscoggin County,18.2,21,28.4,42.2,51.3,62.4,71.2,67.3,58.8,49,32.5,25.9
ME-003,Aroostook County,9.3,10.8,21.7,36.6,47,58.3,66.9,62.8,52.6,44,26.6,19
ME-005,Cumberland County,19.8,22.2,29.3,43.2,52,62.5,71.8,67.7,59.3,49.7,33.3,27.2
ME-007,Franklin County,12.1,15.2,21.9,36,46.1,58.1,66.4,62.6,53.8,44.6,27.4,20.9
ME-009,Hancock County,20.4,21.3,28.5,41.8,49.6,60.6,69.7,66.5,57.7,48.6,33.4,27
ME-011,Kennebec County,18.3,21,28.2,42.1,50.7,62.2,71.1,67.2,58.6,48.8,32.8,26
ME-013,Knox County,21.4,22.2,28.7,41.5,49.3,60.2,69.7,66.4,58.6,49.4,34.1,27.6
ME-015,Lincoln County,21.4,22.8,29.3,42.4,50.2,61.3,70.5,66.8,59.1,49.8,34,28
ME-017,Oxford County,14.7,17.8,24.8,39.2,48.9,60.1,68.5,64.6,55.9,46.5,29.8,23.3
ME-019,Penobscot County,15.2,17.4,25.8,40.1,49,60.6,69.6,65.6,56.3,46.9,30.9,24.1
ME-021,Piscataquis County,10.7,13.7,22.5,36.9,46.6,58.4,67.5,63.3,54,44.3,27.4,20.5
ME-023,Sagadahoc County,21.1,22.9,29.4,42.8,50.9,62.1,71.2,67.4,59.5,50,33.9,27.8
ME-025,Somerset County,11.3,14.5,22.3,36.6,46.7,58.4,67.2,63.1,54.2,44.5,27.1,20.5
ME-027,Waldo County,19.1,20.7,27.8,41.5,49.9,60.9,70,66.5,58.1,48.4,33,26
ME-029,Washington County,20.1,21,29.2,41.2,48.1,59.5,68.2,65.7,56.5,48.2,33.4,27.4
ME-031,York County,21,23.3,29.5,44.2,52.3,62.7,72.1,67.9,59.5,49.8,34.3,27
MD-001,Allegany County,30.1,35.2,38.4,53.9,64.9,67.7,74.8,71.7,68.9,55.9,39.6,36
MD-003,Anne Arundel County,35.4,38.7,43.3,59.3,68.7,74.5,80.3,77.4,73.5,62,43.9,40
MD-005,Baltimore County,32.2,35.7,41.2,57.1,66.2,71.9,78.3,75.2,70.7,59.2,41.6,37.6
MD-009,Calvert County,36.5,39.3,44,59.2,69.4,74.6,80.3,77.7,73.5,62.6,44.6,40.6
MD-011,Caroline County,35,38.6,43.6,59,67.9,74.4,80.2,76.9,71.8,61.4,43.3,39.9
MD-013,Carroll County,30.9,34.5,39.9,55.9,65.2,70.2,76.7,73.5,69.4,57.6,40.4,36.1
MD-015,Cecil County,32.9,35.8,41.8,57.6,65.5,72.1,78.7,75.7,70.6,59.9,42.1,37.9
MD-017,Charles County,36.5,40.2,44.8,60.4,70.1,74.8,80.8,78,74.1,62.7,44.7,40.8
MD-019,Dorchester County,36.6,40.1,44.2,59.6,69.3,75.3,80.9,78,73,63,44.9,41.2
MD-021,Frederick County,31.7,35.3,40.8,56.6,66.1,70.5,76.8,73.8,70.1,58.1,40.8,36.3
MD-023,Garrett County,27.2,33,35.2,50.5,61.8,64.2,70.9,67.2,64.3,53,36,33.4
MD-025,Harford County,32.7,35.2,41.6,57.3,65.8,72,78.8,75.6,70.6,59.6,41.7,37.8
MD-027,Howard County,32.6,36.6,41.5,57.5,66.7,71.8,77.4,74.3,70.9,59.3,41.6,37.7
MD-029,Kent County,33.8,35.9,42.3,57.9,66.7,73.5,80.2,77.3,71.9,60.9,42.6,38.6
MD-031,Montgomery County,33.4,37.4,42.4,58.2,67.3,72.2,78.1,75,71.7,59.8,42.2,38.3
MD-033,Prince George's County,35.4,38.8,43.5,59.3,68.7,73.9,79.8,76.9,73.2,61.4,43.7,39.9
MD-035,Queen Anne's County,34.2,37.1,42.8,58.3,67.3,73.9,80.1,77.2,72.1,61.2,42.9,39.2
MD-037,St. Mary's County,37.2,39.9,44.4,59.6,70.1,74.9,80.6,77.9,73.8,63.2,45.1,40.9
MD-039,Somerset County,38.1,42,44.5,60.2,70,75.8,81,78.2,73.3,64,45.9,43
MD-041,Talbot County,35.3,38.8,43.6,58.9,68.4,74.9,80.6,78,72.8,62.3,44.1,40.6
MD-043,Washington County,31.3,35,40.2,56,66.1,70,76.6,73.8,70,57.3,40.4,36.1
MD-045,Wicomico County,37.3,41.4,44.2,60,69.2,75.2,80.6,77.6,72.4,63.1,45.2,42.2
MD-047,Worcester County,38.9,42.6,44.2,59.4,68.7,75.1,80.2,77.4,72.7,63.9,46.2,43.3
MD-510,Baltimore City,34.2,37.8,42.7,58.9,68.1,74.1,80.4,77.1,72.7,61.3,43.2,39.3
MD-511,"Washington, D.C.",35.4,38.9,43.7,59.6,68.9,74.2,80.2,77.3,73.6,61.4,43.8,40
MA-001,Barnstable County,31.4,32.7,36.2,48,53.9,64.5,73.7,71.4,63.6,55.5,42.9,36.3
MA-003,Berkshire County,21.3,24.6,30.2,44.9,53.9,62.8,70.5,66.2,58.8,49.8,33.6,26.5
MA-005,Bristol County,29.3,31.5,35.6,49.4,56,66.9,75.6,71.9,63.9,54.6,40.2,34.1
MA-007,Dukes County,31.4,33,36.5,48.7,54.6,64.8,73.6,71.5,64.1,56,43.2,36.6
MA-009,Essex County,27.2,28.8,34.4,47.8,54.2,64.8,73.8,69.9,62.4,52.4,37.8,31.4
MA-011,Franklin County,23.1,26,32,46.8,55.5,64.8,72.8,68.6,60.9,51.4,35.3,27.4
MA-013,Hampden County,24.4,27.8,33.3,47.7,56.2,65.8,74.2,69.5,61.9,51.8,36.4,29
MA-015,Hampshire County,23.5,26.4,32.4,47,55.8,65.3,73.4,68.9,61.4,51.5,35.7,28
MA-017,Middlesex County,26.6,29.1,34.7,49,56.1,66.9,75.3,71.2,63.2,52.9,37.8,31.2
MA-019,Nantucket County,32.4,33.3,36.6,47,52.8,62.9,71.7,70.3,63.5,56.3,44.2,37.9
MA-021,Norfolk County,28.4,30.9,35.6,49.5,56.3,67.5,75.8,71.8,63.8,53.9,39.1,33
MA-023,Plymouth County,29.7,31.6,35.8,49.3,55.6,66.5,75.4,71.8,63.8,54.6,40.4,34.3
MA-025,Suffolk County,29.1,31.3,36.1,49.6,55.9,67.4,76,72.2,64.6,54.3,39.8,33.7
MA-027,Worcester County,24.9,27.6,33.1,47.4,55.1,65.6,73.6,69.2,61.3,51.5,36.2,29.4
MI-001,Alcona County,15.2,19.2,25.7,40.7,49,60.4,69.2,65.3,60.4,46.4,30.6,27.7
MI-003,Alger County,12.9,14.4,22.8,36.8,46.3,58.3,67,63,58,44.4,27.7,22.3
MI-005,Allegan County,22.4,25.9,32.6,47.1,55.6,66.2,74.4,69.7,66.6,50.9,34.8,34
MI-007,Alpena County,14.7,19.1,25.9,40.8,49.3,60.2,69.5,65.4,60.2,46.1,30.9,27.9
MI-009,Antrim County,15.8,19.5,25.3,40.9,49.9,61,69.4,65,61.1,46.3,30.3,28.4
MI-011,Arenac County,18.4,21.6,28.3,43.8,51.9,63.1,71.5,67.6,62.8,48.8,32.1,30.3
MI-013,Baraga County,9.2,9.8,21.8,36,46.2,58.4,67.4,61.4,57.6,42.6,24.9,20.3
MI-015,Barry County,21,24.7,31.9,46.8,56,66,74.3,68.9,65.6,50.1,33.6,32.6
MI-017,Bay County,20.1,23.3,30,45.3,54,64.6,73.2,69,64.4,49.8,32.9,32
MI-019,Benzie County,17.7,21.1,27.8,41.8,51.3,61.2,70.2,66,61.7,46.7,31,28.3
MI-021,Berrien County,22.4,27.2,33.4,47.8,56.3,66.5,74.2,69.4,67.5,52.1,35.4,34.9
MI-023,Branch County,21.4,26,32.7,47.2,57,66.3,74,68.9,66.6,51.6,33.7,32.6
MI-025,Calhoun County,21,25.8,32.3,47.1,56.8,66.4,74.5,69.2,66.4,50.9,33.5,32.9
MI-027,Cass County,21.6,26.4,33.2,47.7,56.7,66.8,74,69,66.6,51.8,34.4,33.7
MI-029,Charlevoix County,15.6,19,24.9,40.3,49.2,60.6,69.2,65,60.8,46.6,30.7,28.4
MI-031,Cheboygan County,13.7,17.6,24.6,39.6,48.7,59.8,68.3,64.2,59.6,46,30.2,27.1
MI-033,Chippewa County,10.4,14.3,22.1,36,46.4,57.7,66.4,63.5,57.7,44.6,27.6,23
MI-035,Clare County,16.2,20.5,27.3,43,52,62.6,70.4,65.7,61.6,46.7,30.2,28.8
MI-037,Clinton County,20.9,24.3,31.6,46.4,55.6,65.8,74.4,69.6,65.5,50.1,33.1,32.6
MI-039,Crawford County,14.2,18.8,24.8,41.4,50.4,61.2,69,64.1,60.1,44.6,28.7,26.9
MI-041,Delta County,13.8,14.8,23.7,37.8,47.7,59.6,67.9,64.2,58.9,45.6,29.3,23.5
MI-043,Dickinson County,9.9,10.9,22.6,38.1,48.2,60.8,68.8,62.6,58.8,43.2,26.5,20.5
MI-045,Eaton County,20.8,24.9,31.8,46.7,56.2,65.9,74.3,69.1,65.6,50.1,33.1,32.6
MI-047,Emmet County,14.6,18.1,24.4,39.4,48.2,59.4,68,64.6,60,46.6,30.8,28.1
MI-049,Genesee County,21.1,24.6,31.6,46.3,55.6,65.4,74,69.7,65.5,50.8,33.1,32.3
MI-051,Gladwin County,17.6,21.2,28.3,44,52.7,63.3,71.2,67,62.6,47.9,31.1,30
MI-053,Gogebic County,9.3,8.4,20.3,36.7,47,59.7,67.2,61.4,57.6,41.9,24.3,19.4
MI-055,Grand Traverse County,16.9,20.8,26.9,42,51.4,61.7,70.2,65.6,62,46.7,31,28.9
MI-057,Gratiot County,20.3,24.2,31.1,45.8,54.9,65.4,73.9,69.2,64.7,49.6,32.9,32.1
MI-059,Hillsdale County,21.7,26.1,32.3,46.9,56.6,66,74.1,69,66.4,51.5,33.4,32.4
MI-061,Houghton County,10.6,11.2,22.8,37.4,47.4,59.7,68.3,62.6,58.9,43.9,26.6,21.7
MI-063,Huron County,20,23.2,29.1,43.3,51,62.2,70.6,67.9,63.2,49.8,33.9,31.7
MI-065,Ingham County,21,25.1,31.8,46.7,56.2,65.5,74.1,69.3,65.6,50.4,32.6,32.5
MI-067,Ionia County,20.5,24,31.2,46.3,55.5,65.6,74.1,68.9,65,49.4,32.9,32.1
MI-069,Iosco County,17.1,20.5,27,42.2,50.2,61.8,70.6,66.5,61.6,47.8,31.8,29.1
MI-071,Iron County,7.5,8.9,20.7,36.6,47.1,59.6,67.2,60.9,57.6,42.1,24.3,18.6
MI-073,Isabella County,18.4,23,29.6,44.6,53.4,64,72.3,67.7,63.3,48.2,31.8,30.5
MI-075,Jackson County,21.5,26.2,32.2,47,56.9,65.8,74.3,69.1,66.1,50.9,32.9,32.6
MI-077,Kalamazoo County,21.5,25.9,33,47.6,56.8,66.8,74.6,69.4,66.7,51.2,34.1,33.4
MI-079,Kalkaska County,15.1,19.4,25.3,41.4,50.7,61.5,69.4,64.6,60.8,45.6,29.4,27.7
MI-081,Kent County,20.6,24,31,46.4,55.2,65.3,73.8,68.8,64.9,49.1,33.3,32.1
MI-083,Keweenaw County,11.4,12.2,23.4,36.5,45.5,57.1,66.6,62.9,57.8,43.8,27.8,22.1
MI-085,Lake County,17.3,21,27.6,43.2,52.6,61.9,70.6,65.6,62,46.4,30.6,28.9
MI-087,Lapeer County,21,24.4,31.1,45.8,55.2,65.1,73.8,69.6,65.5,50.9,33.4,32.4
MI-089,Leelanau County,17.8,21.3,27.2,41.4,50.4,60.8,69.8,66.2,62,47,31.7,29.4
MI-091,Lenawee County,22.8,27.8,33.4,48.5,58.1,66.8,75.4,70.5,67.7,52.5,34.5,33.6
MI-093,Livingston County,21.2,25.1,32,46.7,56.4,65.2,73.9,69.5,65.5,51,32.1,31.9
MI-095,Luce County,11,13.5,22.2,35.1,46,57.4,65.9,62.6,57.4,43.6,26.5,22.1
MI-097,Mackinac County,12.2,14.9,22.9,36.8,46.8,58.2,66.6,63.7,58.1,45,28.6,24.6
MI-099,Macomb County,23.5,26.5,32.9,47.2,56.9,66.3,75.4,71.6,67.2,52.8,35.1,34
MI-101,Manistee County,18,21.4,27.8,42.5,52.2,61.5,70.5,65.8,62,46.4,30.7,28.7
MI-103,Marquette County,10.1,11,22.1,36.4,45.9,58.3,67.6,62,57.6,42.7,25.8,20.7
MI-105,Mason County,18.8,22.1,28.3,43.2,52.6,61.6,70.8,66,62.5,46.5,31.1,29.7
MI-107,Mecosta County,17.5,21.2,28.2,44,52.7,62.6,71,66.2,62.6,47,31,29.5
MI-109,Menominee County,13.6,13.4,24.3,39.2,49,61.2,69.2,64,59.6,45.1,29.4,23.4
MI-111,Midland County,19.6,23.5,30.2,45.5,54.4,64.8,73.2,68.8,64.2,49.3,32.5,31.6
MI-113,Missaukee County,15,19.5,25.8,41.8,51.2,61.7,69.6,64.4,60.7,45.6,29.5,27.8
MI-115,Monroe County,24.4,29.1,34.6,49.4,59.3,68.2,76.9,72.4,69,54.2,35.8,35.1
MI-117,Montcalm County,19.1,22.8,30,45.3,54.3,64.5,72.8,67.9,63.9,48.3,32,30.9
MI-119,Montmorency County,13.6,18.2,24.8,40.4,49.2,60.4,68.8,64,59.5,45.2,29.6,26.8
MI-121,Muskegon County,21,24.4,30.6,45.9,54.3,64.4,73.1,68.5,64.6,48.7,34,32
MI-123,Newaygo County,18.8,22.1,28.8,44.7,53.4,63,71.5,66.8,63.1,47.4,32,30.3
MI-125,Oakland County,21.8,25.3,32.1,46.6,56.5,65.7,74.2,70.2,66,51.5,33.2,32.4
MI-127,Oceana County,19.6,23,29.1,44.3,53.1,62.8,71.6,66.8,63,47.5,32.4,30.6
MI-129,Ogemaw County,15.7,19.4,26.2,42.3,51,61.9,70,65.5,61.2,46.6,30.2,28.2
MI-131,Ontonagon County,10.4,9.5,21.1,37.4,47.5,60.5,68,62.2,58.8,43.3,25.6,21.2
MI-133,Osceola County,15.7,19.8,26.5,42.3,51.6,61.8,69.9,64.8,61.2,45.9,29.9,28.1
MI-135,Oscoda County,14.2,18.4,24.9,41.1,50,61,69.3,64.4,60.1,45.3,29.4,27
MI-137,Otsego County,13,17.4,23.5,39.6,48.7,59.9,67.9,63,59.1,44.5,28.3,26
MI-139,Ottawa County,21.8,25.3,31.6,46.7,55,65.4,74.1,69.4,65.7,49.7,34.7,33.1
MI-141,Presque Isle County,14.1,18.3,25.4,40,49,59.8,68.8,64.6,59.8,45.9,30.4,27.4
MI-143,Roscommon County,15.1,19.5,26.1,42.4,51.5,62,69.7,64.9,60.9,45.8,29.6,28
MI-145,Saginaw County,20.9,24.1,31.1,46.2,55.3,65.5,74.1,69.6,65.2,50.2,33.4,32.6
MI-147,St. Clair County,23.1,26.2,32.3,46.4,55.6,65.2,74.5,71,66.6,52.5,34.9,33.8
MI-149,St. Joseph County,21.7,26.2,33.4,47.7,57.2,66.8,74.4,69.2,66.8,51.7,34,33.2
MI-151,Sanilac County,21,24.1,30.3,44.5,52.8,63.3,72,69,64.6,50.7,34.1,32.5
MI-153,Schoolcraft County,13.1,14.7,22.9,37,47.8,59.5,67.3,63.8,58.1,45.1,28.6,23.3
MI-155,Shiawassee County,21.1,24.1,31.6,46.2,55.2,65.3,73.9,69.5,65.3,50.5,33.1,32.4
MI-157,Tuscola County,20.2,23.9,30.4,45.2,54.1,64.4,73.2,69,64.7,50.2,33.6,32.4
MI-159,Van Buren County,22.8,26.6,33.4,47.6,55.9,66.6,74.2,69.5,66.9,51.8,35,34.3
MI-161,Washtenaw County,22.1,26.7,32.8,47.8,57.5,66.2,74.9,70.1,66.7,51.8,33.2,32.7
MI-163,Wayne County,23.7,27.5,33.8,48.4,57.9,67.4,76,72,67.8,53.3,35,34.2
MI-165,Wexford County,15.6,19.9,26.3,41.8,51.4,61.5,69.9,64.7,61,45.8,29.7,27.7
MN-001,Aitkin County,4.9,6.1,22.1,39.5,48.4,62.4,69.6,64.2,57.9,42.3,24.6,16
MN-003,Anoka County,11.9,10.5,26.4,44.2,53.2,66.6,72.3,67.6,63,44.4,28.7,20.4
MN-005,Becker County,3.2,1.8,19.2,39.4,49.5,63.9,69.4,63.4,58.4,40.4,24.8,13.6
MN-007,Beltrami County,1.4,1.7,19.8,38.5,48.2,62.7,68.6,63.4,56.2,40.4,22.4,12.6
MN-009,Benton County,8.3,7.7,23.8,42.3,51.2,65.6,71.4,66.6,61.5,43.6,27.7,17.6
MN-011,Big Stone County,8.6,3.8,23.6,43.8,53.2,67.9,72.7,67.4,63.2,42.7,29.1,17.8
MN-013,Blue Earth County,13.7,8.4,26.2,45.6,54.2,68.2,72.8,67.9,65.3,45.3,29.2,21.5
MN-015,Brown County,12.4,7.5,26.1,45.5,53.9,68.8,72.9,68.4,65.4,45.4,30,21.1
MN-017,Carlton County,4.4,6.7,21.7,38.7,47.2,60.2,68.5,63.8,57.1,42,24.3,15.4
MN-019,Carver County,12.2,10,26.7,44.7,53.5,67.4,72.6,67.9,64.2,44.6,29.1,20.6
